workers,W,X
1,1476.770372941935,0.11438888888888887
2,1161.1524129660984,0.22977777777777778
5,170.9237575878014,0.5716111111111111
10,8.678649064528397,0.6235555555555555
20,8.612786115484647,0.6239999999999999
50,8.612786115484647,0.6239999999999999
100,8.612786115484647,0.6239999999999999
200,8.612786115484647,0.6239999999999999
